_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_country,ltable_a_city,ltable_a_prov,ltable_a_web,rtable_a_name,rtable_a_country,rtable_a_city,rtable_a_prov,rtable_a_email_server,gold_label
4868,15831,14504,state university new york college fredonia,united states,fredonia,new york,http://www.fredonia.edu,college brockport: state university new york,united states,brockport,new york,brockport,0
4885,15831,2568,state university new york college fredonia,united states,fredonia,new york,http://www.fredonia.edu,university albany state university new york,united states,delmar,new york,albany,0
4894,15832,54506,state university new york college geneseo,united states,geneseo,new york,http://www.geneseo.edu,state university new york college old westbury,united states,old westbury,new york,oldwestbury,0
4923,15833,59460,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,new york university,united states,new york,new york,nyu,0
4951,15833,11278,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu,new york university,united states,new york,new york,nyu,0
4959,15834,6176,state university new york college oneonta,united states,oneonta,new york,http://www.oneonta.edu,new york university,united states,new york,new york,nyu,0
4976,15834,39236,state university new york college oneonta,united states,oneonta,new york,http://www.oneonta.edu,university buffalo state university new york,united states,buffalo,new york,buffalo,0
5016,15835,13739,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,stony brook university state university new york,united states,stony brook,new york,stonybrook,0
5020,15835,37847,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,city university new york city college,united states,new york,new york,cuny,0
5023,15835,55346,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu,university albany state university new york,united states,albany,new york,albany,0
5056,15836,33139,state university new york college plattsburgh,united states,plattsburgh,new york,http://www.plattsburgh.edu,new paltz state university new york,united states,new paltz,new york,newpaltz,0
5081,15837,51035,state university new york college potsdam,united states,potsdam,new york,http://www.potsdam.edu,university albany state university new york,united states,albany,new york,gmail,0
5108,15839,21833,state university new york college agriculture technology cobleskill,united states,cobleskill,new york,http://www.cobleskill.edu,new york university,united states,new york,new york,nyu,0
5137,15841,23376,state university new york college environmental sciences forestry,united states,syracuse,new york,http://www.esf.edu,university buffalo state university new york,united states,buffalo,new york,buffalo,0
5140,15841,14504,state university new york college environmental sciences forestry,united states,syracuse,new york,http://www.esf.edu,college brockport: state university new york,united states,brockport,new york,brockport,0
5143,15841,6399,state university new york college environmental sciences forestry,united states,syracuse,new york,http://www.esf.edu,new york university,united states,new york,new york,nyu,0
5169,15843,2895,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,university buffalo state university new york,united states,buffalo,new york,buffalo,0
5191,15843,2568,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu,university albany state university new york,united states,delmar,new york,albany,0
5218,15844,51035,state university new york college technology canton,united states,canton,new york,http://www.canton.edu,university albany state university new york,united states,albany,new york,gmail,0
5221,15844,13739,state university new york college technology canton,united states,canton,new york,http://www.canton.edu,stony brook university state university new york,united states,stony brook,new york,stonybrook,0
5248,15845,1248,state university new york college technology delhi,united states,delhi,new york,http://www.delhi.edu,university buffalo state university new york,united states,buffalo,new york,buffalo,0
5256,15845,5921,state university new york college technology delhi,united states,delhi,new york,http://www.delhi.edu,new york university,united states,new york,new york,nyu,0
5294,15846,2568,state university new york empire state college,united states,saratoga springs,new york,http://www.esc.edu,university albany state university new york,united states,delmar,new york,albany,0
5352,15849,8407,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu,college brockport: state university new york,united states,brockport,new york,brockport,0
5371,15850,54506,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu,state university new york college old westbury,united states,old westbury,new york,oldwestbury,0
5462,16025,9432,academy music dramatic arts sou rn denmark,denmark,odense c,,http://www.sdmk.dk/,university sou rn denmark,denmark,sonderborg,,sdu,0
5475,16035,8352,syracuse university,united states,syracuse,new york,http://www.syr.edu,syracuse university,united states,syracuse,new york,syr,0
5497,16206,59996,teachers college columbia university,united states,new york,new york,http://www.tc.columbia.edu,columbia university,united states,new york,new york,columbia,0
5527,16250,44414,dresden university technology,germany,dresden,,http://www.tu-dresden.de,technische university dresden,germany,dresden,,tu-dresden,0
5574,16323,4876,tennessee temple university,united states,chattanooga,tennessee,http://www.tntemple.edu,university tennessee,united states,knoxville,tennessee,utk,0
5593,16342,3201,texas a m international university,united states,laredo,texas,http://www.tamiu.edu,texas a m corpus christi,united states,corpus christi,texas,tamucc,0
5615,16343,4533,texas a m university,united states,tamu,texas,http://www.tamu.edu,texas a m university commerce,united states,commerce,texas,tamuc,0
5633,16345,40599,texas a m university system health science center,united states,bryan,texas,http://www.tamhsc.edu,west texas a m university,united states,canyon,texas,wtamu,0
5657,16346,40599,texas a m university commerce,united states,commerce,texas,http://www.tamuc.edu/,west texas a m university,united states,canyon,texas,wtamu,0
5666,16346,49283,texas a m university commerce,united states,commerce,texas,http://www.tamuc.edu/,texas a m university,united states,college station,texas,tamu,0
5692,16347,2619,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university,united states,college station,texas,tamu,0
5696,16347,9416,texas a m university corpus christi,united states,corpus christi,texas,http://www.tamucc.edu,texas a m university,united states,college station,texas,tamu,0
5702,16348,19592,texas a m university kingsville,united states,kingsville,texas,http://www.tamuk.edu,texas a m university,united states,college station,texas,tamu,0
5715,16348,2619,texas a m university kingsville,united states,kingsville,texas,http://www.tamuk.edu,texas a m university,united states,college station,texas,tamu,0
5717,16348,3525,texas a m university kingsville,united states,kingsville,texas,http://www.tamuk.edu,texas a m university,united states,college station,texas,tamu,0
5739,16349,45582,texas a m university texarkana,united states,texarkana,texas,http://www.tamut.edu,texas a m university,united states,college station,texas,gmail,0
5757,16352,40599,texas college,united states,tyler,texas,http://www.texascollege.edu,west texas a m university,united states,canyon,texas,wtamu,0
5758,16352,60026,texas college,united states,tyler,texas,http://www.texascollege.edu,university texas school public health,united states,friendswood,texas,aol,0
5796,16352,2619,texas college,united states,tyler,texas,http://www.texascollege.edu,texas a m university,united states,college station,texas,tamu,0
5831,16359,19533,texas a m university baylor college dentistry,united states,dallas,texas,http://www.bcd.tamhsc.edu/,texas a m university central texas,united states,killeen,texas,tamus,0
5849,16363,58566,tezpur university,india,tezpur,assam,http://www.tezu.ernet.in,indian institute management ahmedabad,india,ahmedabad,gujarat,ernet,0
5860,16389,32997,art institute colorado,united states,denver,colorado,http://new.artinstitutes.edu/denver,university colorado,united states,boulder,colorado,colorado,0
5881,16399,1016,baptist college florida,united states,graceville,florida,http://www.baptistcollege.edu/,university florida,united states,gainesville,florida,ufl,0
5921,16414,54897,chinese university hong kong,hong kong,shatin,new territories,http://www.cuhk.edu.hk,hong kong university science and technology,hong kong,hong kong,,ust,0
5948,16416,11041,city university london,united kingdom,london,,http://www.city.ac.uk,cass business school city university london,united kingdom,london,,city,0
5965,16418,50931,city university new york bernard m. baruch college,united states,new york,new york,http://www.baruch.cuny.edu,new york university,united states,new york,new york,nyu,0
6014,16420,54506,city college new york,united states,new york,new york,http://www.ccny.cuny.edu,state university new york college old westbury,united states,old westbury,new york,oldwestbury,0
6019,16420,50931,city college new york,united states,new york,new york,http://www.ccny.cuny.edu,new york university,united states,new york,new york,nyu,0
6036,16420,34447,city college new york,united states,new york,new york,http://www.ccny.cuny.edu,baruch college city university new york,united states,new york,new york,cuny,0
6049,16421,59460,city university new york college staten island,united states,new york,new york,http://www.csi.cuny.edu,new york university,united states,new york,new york,nyu,0
6113,16425,56520,city university new york lehman college,united states,bronx,new york,http://www.lehman.cuny.edu,new york university,united states,new york,new york,nyu,0
6124,16426,59460,city university new york medgar evers college,united states,brooklyn,new york,http://www.mec.cuny.edu,new york university,united states,new york,new york,nyu,0
6164,16427,52334,city university new york new york city college technology,united states,brooklyn,new york,http://www.citytech.cuny.edu,new york university,united states,new york city,new york,gmail,0
6192,16428,5921,city university new york queens college,united states,flushing,new york,http://www.qc.cuny.edu/,new york university,united states,new york,new york,nyu,0
6220,16429,1248,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,university buffalo state university new york,united states,buffalo,new york,buffalo,0
6228,16429,34447,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,baruch college city university new york,united states,new york,new york,cuny,0
6230,16429,5921,city university new york york college,united states,jamaica,new york,http://www.york.cuny.edu,new york university,united states,new york,new york,nyu,0
6273,16464,58696,hong kong academy performing arts,hong kong,hong kong,,http://www.hkapa.edu,city university hong kong,hong kong,hong kong,,cityu,0
6317,16466,2197,hong kong polytechnic university,hong kong,hong kong,,http://www.polyu.edu.hk,chinese university hong kong,hong kong,shatin,nt,cuhk,0
6321,16466,19695,hong kong polytechnic university,hong kong,hong kong,,http://www.polyu.edu.hk,hong kong polytechnic university,hong kong,kowloon,,polyu,0
6349,16467,14706,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,hong kong university science and technology,hong kong,hong kong,,ust,0
6359,16467,17360,hong kong university science technology,hong kong,hong kong,,http://www.ust.hk,hong kong baptist university,hong kong,hong kong,p. r. china,hkbu,0
6378,16469,17945,illinois institute art chicago,united states,chicago,illinois,http://www.artinstitutes.edu/chicago/,university illinois chicago,united states,chicago,illinois,uic,0
6440,16502,5921,new school,united states,new york,new york,http://www.newschool.edu,new york university,united states,new york,new york,nyu,0
6454,16503,458,ohio state university,united states,columbus,ohio,http://www.osu.edu,ohio state university,united states,columbus,ohio,osu,0
6528,16512,414,pennsylvania state university,united states,university park,pennsylvania,http://www.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
6595,16515,1313,pennsylvania state university penn state beaver,united states,monaca,pennsylvania,http://www.beaver.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6625,16515,44912,pennsylvania state university penn state beaver,united states,monaca,pennsylvania,http://www.beaver.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6658,16516,13918,pennsylvania state university penn state berks,united states,reading,pennsylvania,http://www.berks.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu,0
6702,16518,27246,pennsylvania state university penn state dubois,united states,dubois,pennsylvania,http://www.ds.psu.edu,pennsylvania state university,united states,state college,pennsylvania,psu,0
6705,16518,5931,pennsylvania state university penn state dubois,united states,dubois,pennsylvania,http://www.ds.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
6712,16518,609,pennsylvania state university penn state dubois,united states,dubois,pennsylvania,http://www.ds.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6755,16519,42235,pennsylvania state university penn state behrend,united states,erie,pennsylvania,http://psbehrend.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6793,16521,44912,pennsylvania state university penn state great valley,united states,malvern,pennsylvania,http://www.gv.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6813,16522,6645,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
6823,16522,8005,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6834,16522,25893,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
6835,16522,44912,pennsylvania state university penn state harrisburg,united states,middletown,pennsylvania,http://www.hbg.psu.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6985,16528,56837,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
6990,16528,44584,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu,0
6991,16528,414,pennsylvania state university penn state shenango,united states,sharon,pennsylvania,http://www.shenango.psu.edu/,pennsylvania state university,united states,university park,pennsylvania,psu,0
7038,16529,15605,pennsylvania state university wilkes barre campus,united states,lehman,pennsylvania,http://www.wb.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
7044,16529,32158,pennsylvania state university wilkes barre campus,united states,lehman,pennsylvania,http://www.wb.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
7074,16530,44584,pennsylvania state university penn state worthington scranton,united states,dunmore,pennsylvania,http://www.sn.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
7108,16531,6645,pennsylvania state university penn state york,united states,york,pennsylvania,http://www.yk.psu.edu,pennsylvania state university,united states,university park,pennsylvania,psu,0
7224,16574,6550,university georgia,united states,athens,georgia,http://www.uga.edu,georgia institute technology,united states,atlanta,georgia,gatech,0
7227,16574,3338,university georgia,united states,athens,georgia,http://www.uga.edu,university georgia,united states,athens,georgia,uga,0
7254,16576,38531,university hong kong,hong kong,hong kong,,http://www.hku.hk,university hong kong,hong kong,hong kong,,hku,0
7258,16576,13715,university hong kong,hong kong,hong kong,,http://www.hku.hk,hong kong polytechnic university,hong kong,hong kong,,polyu,0
7322,16591,30055,university queensland,australia,brisbane,queensland,http://www.uq.edu.au,queensland university technology,australia,brisbane,queensland,qut,0
7341,16600,33360,university tennessee martin,united states,martin,tennessee,http://www.utm.edu,university tennessee,united states,knoxville,tennessee,utk,0
7360,16604,42714,university texas dallas,united states,richardson,texas,http://www.utdallas.edu,university texas dallas,united states,richardson,texas,utdallas,0
7369,16608,43959,university texas health science center houston,united states,houston,texas,http://www.uth.tmc.edu,university houston,united states,houston,texas,uh,0
7406,16619,17947,university western australia,australia,crawley,western australia,http://www.uwa.edu.au,university western australia,australia,perth,washington,uwa,0
7407,16619,157,university western australia,australia,crawley,western australia,http://www.uwa.edu.au,university western australia,australia,crawley,washington,uwa,0
7452,16857,43400,trinity western university,canada,langley,british columbia,http://www.twu.ca,western university,canada,london,on,ivey,0
7467,16956,37320,university turku,finland,turku,,http://www.utu.fi,university turku,finland,turku,,utu,0
7491,17447,55655,university deusto,spain,bilbao,,http://www.deusto.es,university deusto,spain,bilbao,,colorado,0
7512,18236,38281,polytechnic university valencia,spain,valencia,,http://www.upv.es,institute innovation and knowledge management ingenio csic upv,spain,valencia,,upv,0
7518,18529,48352,catholic university portugal,portugal,lisboa,,http://www.ucp.pt,catholic university portugal,portugal,lisboa,,ucp,0
7563,18696,51904,lusiada university lisbon,portugal,lisboa,,http://www.lis.ulusiada.pt,university lusiada de lisboa,portugal,lisboa,,ulusiada,0
7586,18757,17208,luigi bocconi university,italy,milano,,http://www.unibocconi.it,bocconi university,italy,milan,michigan,unibocconi,0
7626,19325,56883,university valencia,spain,valencia,,http://www.uv.es,university valencia,spain,valencia,,uv,0
7637,19338,58754,university music performing arts vienna,austria,wien,vienna,http://www.mdw.ac.at,university vienna,austria,vienna,,univie,0
7724,19623,30015,university montreal,canada,montreal,quebec,http://www.umontreal.ca,hec montreal,canada,montreal,qc,hec,0
7742,19856,14901,university antwerp,belgium,antwerp,,https://www.uantwerpen.be/nl/,university antwerp,belgium,antwerp,,ua,0
7772,19863,39036,university amsterdam,netherlands,amsterdam,,http://www.uva.nl,vu university amsterdam,netherlands,leiden,,hotmail,0
7810,19969,25570,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,nyu,0
7825,19969,6399,university albany state university new york,united states,albany,new york,http://www.albany.edu,new york university,united states,new york,new york,nyu,0
7868,20010,15274,university alberta,canada,edmonton,alberta,http://www.ualberta.ca,university alberta,canada,edmonton,alberta,ualberta,0
7895,20035,32101,university bath,united kingdom,bath,,http://www.bath.ac.uk,university bath,united kingdom,bath,,bath,0
7930,20055,58355,university california,united states,oakland,california,http://www.ucop.edu,university sou rn california,united states,los angeles,california,usc,0
7947,20055,36126,university california,united states,oakland,california,http://www.ucop.edu,university california irvine,united states,irvine,california,uci,0
8034,20072,17282,university cambridge clare college,united kingdom,cambridge,,http://www.clare.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8040,20073,32297,university cambridge clare hall,united kingdom,cambridge,,http://www.clarehall.cam.ac.uk,university cambridge,united kingdom,cambridge,emea,cam,0
8049,20074,45918,university cambridge corpus christi college,united kingdom,cambridge,,http://www.corpus.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8064,20075,32297,university cambridge darwin college,united kingdom,cambridge,,http://www.darwin.cam.ac.uk/,university cambridge,united kingdom,cambridge,emea,cam,0
8083,20077,41589,university cambridge emmanuel college,united kingdom,cambridge,,http://www.emma.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,harvard,0
8085,20078,45918,university cambridge fitzwilliam college,united kingdom,cambridge,,http://www.fitz.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8118,20080,17282,university cambridge gonville caius college,united kingdom,cambridge,,http://www.cai.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8172,20088,17477,university cambridge newnham college,united kingdom,cambridge,,http://www.newn.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8173,20088,31285,university cambridge newnham college,united kingdom,cambridge,,http://www.newn.cam.ac.uk,judge business school,united kingdom,cambridge,,cam,0
8176,20088,55571,university cambridge newnham college,united kingdom,cambridge,,http://www.newn.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8194,20090,52316,university cambridge peterhouse,united kingdom,cambridge,,http://www.pet.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,yahoo,0
8235,20094,12865,university cambridge st. edmund s college,united kingdom,cambridge,,http://www.st-edmunds.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8253,20095,41589,university cambridge st. john s college,united kingdom,cambridge,,http://www.joh.cam.ac.uk,university cambridge,united kingdom,cambridge,cambridgeshire,harvard,0
8301,20099,45653,university cambridge trinity hall,united kingdom,cambridge,,http://www.trinhall.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8302,20099,17282,university cambridge trinity hall,united kingdom,cambridge,,http://www.trinhall.cam.ac.uk,university cambridge,united kingdom,cambridge,,cam,0
8307,20100,31285,university cambridge wolfson college,united kingdom,cambridge,,http://www.wolfson.cam.ac.uk,judge business school,united kingdom,cambridge,,cam,0
8318,20106,1687,university central arkansas,united states,conway,arkansas,http://www.uca.edu,university arkansas,united states,fayetteville,arkansas,uark,0
8320,20106,10390,university central arkansas,united states,conway,arkansas,http://www.uca.edu,university central arkansas,united states,conway,arkansas,uca,0
8339,20110,59483,university central missouri,united states,warrensburg,missouri,http://www.ucmo.edu,university missouri,united states,columbia,missouri,missouri,0
8346,20111,1795,university central oklahoma,united states,edmond,oklahoma,http://www.uco.edu,university oklahoma,united states,norman,oklahoma,ou,0
8347,20111,3374,university central oklahoma,united states,edmond,oklahoma,http://www.uco.edu,university oklahoma,united states,norman,oklahoma,ou,0
8357,20114,17945,university chicago,united states,chicago,illinois,http://www.uchicago.edu,university illinois chicago,united states,chicago,illinois,uic,0
8363,20117,56854,university cincinnati,united states,cincinnati,ohio,http://www.uc.edu,university cincinnati,united states,maineville,ohio,uc,0
8381,20121,8988,university colorado colorado springs,united states,colorado springs,colorado,http://www.uccs.edu/,university colorado,united states,boulder,colorado,gmail,0
8433,20160,52120,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu,0
8435,20160,53934,university florida,united states,gainesville,florida,http://www.ufl.edu,university central florida,united states,orlando,florida,ucf,0
8443,20160,868,university florida,united states,gainesville,florida,http://www.ufl.edu,florida international university,united states,miami,florida,fiu,0
8486,20186,43959,university houston downtown,united states,houston,texas,http://www.uhd.edu,university houston,united states,houston,texas,uh,0
8520,20191,51696,university illinois chicago,united states,chicago,illinois,http://www.uic.edu,university chicago,united states,chicago,illinois,chicagobooth,0
8528,20191,15865,university illinois chicago,united states,chicago,illinois,http://www.uic.edu,university illinois,united states,champaign,illinois,illinois,0
8531,20191,57196,university illinois chicago,united states,chicago,illinois,http://www.uic.edu,university illinois chicago,united states,chicago,illinois,uic,0
8556,20208,182,university kansas,united states,lawrence,kansas,http://www.ku.edu,university kansas,united states,lawrence,kansas,ku,0
8557,20208,7291,university kansas,united states,lawrence,kansas,http://www.ku.edu,university kansas,united states,lawrence,kansas,ku,0
8614,20243,7908,university london school oriental african studies,united kingdom,london,,http://www.soas.ac.uk,university london,united kingdom,egham,surrey,rhul,0
8636,20250,14151,university london university college london,united kingdom,london,,http://www.ucl.ac.uk,king s college london,united kingdom,london,,kcl,0
8647,20250,7908,university london university college london,united kingdom,london,,http://www.ucl.ac.uk,university london,united kingdom,egham,surrey,rhul,0
8718,20281,4406,university maryland college park,united states,college park,maryland,http://www.umd.edu,university maryland,united states,college park,maryland,umd,0
8727,20281,49432,university maryland college park,united states,college park,maryland,http://www.umd.edu,university minnesota,united states,college park,maryland,umd,0
8766,20284,35262,university massachusetts amherst,united states,amherst,massachusetts,http://www.umass.edu,university massachusetts amherst,united states,amherst,massachusetts,umass,0
8768,20284,13580,university massachusetts amherst,united states,amherst,massachusetts,http://www.umass.edu,university massachusetts amherst,united states,amherst,massachusetts,umass,0
8867,20298,56313,university michigan dearborn,united states,dearborn,michigan,http://www.umd.umich.edu,university michigan,united states,ann arbor,michigan,umich,0
8875,20298,38142,university michigan dearborn,united states,dearborn,michigan,http://www.umd.umich.edu,william davidson institute university michigan,united states,ann arbor,michigan,umich,0
8891,20299,3990,university michigan flint,united states,flint,michigan,http://www.umflint.edu,university michigan,united states,ann arbor,michigan,umich,0
8909,20302,3951,university minnesota crookston,united states,crookston,minnesota,http://www.umcrookston.edu/,university minnesota,united states,minneapolis,minnesota,umn,0
8926,20303,38950,university minnesota duluth,united states,duluth,minnesota,http://www.d.umn.edu,university minnesota,united states,minneapolis,minnesota,umn,0
8981,20307,58253,university mississippi medical center,united states,jackson,mississippi,http://www.umc.edu,university mississippi,united states,university,mississippi,olemiss,0
9000,20310,57480,university missouri saint louis,united states,saint louis,missouri,http://www.umsl.edu,saint louis university,united states,st. louis,missouri,slu,0
9010,20324,28920,university nebraska lincoln,united states,lincoln,nebraska,http://www.unl.edu,university nebraska lincoln,united states,lincoln,nebraska,unl,0
9026,20335,25821,university new south wales,australia,kensington,new south wales,http://www.unsw.edu.au,university new south wales,australia,sydney,nsw,unsw,0
9040,20343,17251,university north carolina wilmington,united states,wilmington,north carolina,http://www.uncw.edu,university north carolina wilmington,united states,wilmington,north carolina,uncw,0
9094,20346,1424,university north carolina charlotte,united states,charlotte,north carolina,http://www.uncc.edu,north carolina state university,united states,raleigh,north carolina,ncsu,0
9153,20348,20382,university north carolina pembroke,united states,pembroke,north carolina,http://www.uncp.edu,university north carolina chapel hill,united states,chapel hill,north carolina,unc,0
9154,20348,43520,university north carolina pembroke,united states,pembroke,north carolina,http://www.uncp.edu,university north carolina chapel hill,united states,chapel hill,north carolina,unc,0
9155,20348,56955,university north carolina pembroke,united states,pembroke,north carolina,http://www.uncp.edu,university north carolina charlotte,united states,charlotte,north carolina,uncc,0
9157,20349,1424,university north carolina school arts,united states,winston salem,north carolina,http://www.uncsa.edu/,north carolina state university,united states,raleigh,north carolina,ncsu,0
9161,20349,29877,university north carolina school arts,united states,winston salem,north carolina,http://www.uncsa.edu/,university north carolina greensboro,united states,greensboro,north carolina,gmail,0
9216,20364,5563,university oklahoma,united states,norman,oklahoma,http://www.ou.edu,oklahoma state university,united states,stillwater,oklahoma,okstate,0
9243,20369,2238,university ottawa,canada,ottawa,ontario,http://www.uottawa.ca,university ottawa,canada,ottawa,on,uottawa,0
9249,20373,2172,university oxford all souls college,united kingdom,oxford,,http://www.all-souls.ox.ac.uk,university oxford,united kingdom,oxford,,ox,0
9295,20389,2172,university oxford magdalen college,united kingdom,oxford,,http://www.magd.ox.ac.uk,university oxford,united kingdom,oxford,,ox,0
9316,20397,43210,university oxford regent s park college,united kingdom,oxford,,http://www.rpc.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,gmail,0
9322,20399,40734,university oxford st. antony s college,united kingdom,oxford,,http://www.sant.ox.ac.uk,university oxford,united kingdom,oxford,,ox,0
9323,20400,2172,university oxford st. benet s hall,united kingdom,oxford,,http://www.st-benets.ox.ac.uk,university oxford,united kingdom,oxford,,ox,0
9329,20401,7802,university oxford st. ca rine s college,united kingdom,oxford,,http://www.stcatz.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,ox,0
9332,20403,43210,university oxford st. edmund hall,united kingdom,oxford,,http://www.seh.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,gmail,0
9364,20414,43210,university oxford st. stephen s house,united kingdom,oxford,,http://www.ssho.ox.ac.uk,university oxford,united kingdom,oxford,oxfordshire,gmail,0
9367,20415,2172,university oxford wycliffe hall,united kingdom,oxford,,http://www.wycliffe.ox.ac.uk,university oxford,united kingdom,oxford,,ox,0
9378,20422,174,university pennsylvania,united states,philadelphia,pennsylvania,http://www.upenn.edu,pennsylvania state university,united states,malvern,pennsylvania,psu,0
9398,20422,8905,university pennsylvania,united states,philadelphia,pennsylvania,http://www.upenn.edu,university pennsylvania,united states,philadelphia,pennsylvania,upenn,0
9420,20422,4496,university pennsylvania,united states,philadelphia,pennsylvania,http://www.upenn.edu,pennsylvania state university erie,united states,erie,pennsylvania,psu,0
9444,20472,21,university san diego,united states,san diego,california,http://www.sandiego.edu,san diego state university,united states,san diego,california,sdsu,0
9467,20486,3504,university seoul,south korea,seoul,,http://www.uos.ac.kr,seoul national university,south korea,seoul,,snu,0
9503,20503,28576,university south florida,united states,tampa,florida,http://www.usf.edu,university south florida,united states,tampa,florida,gmail,0
9620,20606,58697,university ulster,united kingdom,coleraine,,http://www.ulster.ac.uk,university ulster,united kingdom,londonderry,,ulster,0
9627,20607,43621,university utah,united states,salt lake city,utah,http://www.utah.edu,university utah,united states,salt lake city,utah,utah,0
9641,20614,13657,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,virginia tech,united states,blacksburg,virginia,gmail,0
9648,20614,793,university virginia,united states,charlottesville,virginia,http://www.virginia.edu,university virginia,united states,charlottesville,virginia,virginia,0
9654,20621,4804,university warwick,united kingdom,coventry,,http://www.warwick.ac.uk,university warwick,united kingdom,coventry,,wbs,0
9662,20621,4524,university warwick,united kingdom,coventry,,http://www.warwick.ac.uk,university warwick,united kingdom,coventry,,wbs,0
9675,20622,55914,university washington,united states,seattle,washington,http://www.washington.edu,washington state university,united states,pullman,washington,wsu,0
9680,20622,47848,university washington,united states,seattle,washington,http://www.washington.edu,university washington seattle,united states,seattle,washington,uw,0
9706,20627,26804,university west london,united kingdom,london,,http://www.uwl.ac.uk,university college london,united kingdom,london,,ucl,0
9762,20785,58358,utah state university,united states,logan,utah,http://www.usu.edu,university utah,united states,salt lake city,utah,utah,0
9782,20828,38009,vanguard university sou rn california,united states,costa mesa,california,http://www.vanguard.edu,university sou rn california,united states,los angeles,california,usc,0
9792,20868,1446,victoria university,australia,melbourne,victoria,http://www.vu.edu.au,victoria university,australia,carlingford,nsw,gmail,0
9805,20869,1737,university toronto victoria university,canada,toronto,ontario,http://www.vicu.utoronto.ca,university toronto,canada,toronto,on,utoronto,0
9806,20869,56878,university toronto victoria university,canada,toronto,ontario,http://www.vicu.utoronto.ca,university toronto,canada,toronto,on,utoronto,0
9846,20910,59233,virginia union university,united states,richmond,virginia,http://www.vuu.edu,university virginia,united states,charlottesville,virginia,virginia,0
9854,20911,9090,virginia university lynchburg,united states,lynchburg,virginia,http://www.vul.edu,university virginia,united states,charlottesville,virginia,gmail,0
9915,21164,56563,webster university vienna,austria,wien,vienna,http://www.webster.ac.at,university vienna,austria,vienna,,univie,0
9919,21167,7640,weifang university science technology,china,shouguang,shandong,http://www.wfkjxy.com.cn/,hong kong university science and technology,china,kowloon,hong kong,ust,0
9921,21167,53286,weifang university science technology,china,shouguang,shandong,http://www.wfkjxy.com.cn/,huazhong university science technology,china,wuhan,,126,0
